date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-06-17,18.6,13,25,0.6,,270,8.4,35.2,1015.2,
2023-06-18,19.5,9,28,0,,306,3.4,24.1,1015.1,
2023-06-19,20,11,28,0,,206,5.3,25.9,1015.3,
2023-06-20,23,14,32,0.2,,216,4.1,22.2,1014.8,
2023-06-21,22.5,19,30,2.2,,240,7.3,29.6,1017.4,
2023-06-22,23.6,15,31,0,,78,10,33.3,1017.3,
2023-06-23,18,14,20,7.7,,232,13.5,55.5,1017.8,
2023-06-24,19.4,14,26,0,,296,7.2,31.5,1023.9,
2023-06-25,19.6,11,27,0,,60,4.9,20.4,1020.7,
2023-06-26,22.4,13,31,0,,245,7.3,35.2,1016,
2023-06-27,18.2,15,21,0,,290,9,38.9,1018.2,
2023-06-28,16.9,10,23,2.7,,274,7.7,37,1018.3,
2023-06-29,19,9,27,0,,274,4.1,22.2,1016.5,
2023-06-30,19.2,17,23,8.2,,225,5.7,25.9,1011.6,
2023-07-01,19.9,14,25,0,,247,9.9,42.6,1009.5,
2023-07-02,20.1,18,24,0,,251,13.8,50,1010.3,
2023-07-03,18.7,12,25,0,,236,11.8,50,1013.5,
2023-07-04,20.3,13,25,0.2,,254,9.4,38.9,1015.1,
2023-07-05,18.4,12,25,3.9,,248,8,42.6,1014.6,
2023-07-06,18.1,10,25,0,,276,4.8,29.6,1018.6,
2023-07-07,20,9,29,0,,89,3.6,22.2,1021.6,
2023-07-08,22.6,11,31,0,,53,5.6,29.6,1020.8,
2023-07-09,23.7,12,33,0,,257,3.5,20.4,1021.3,
2023-07-10,24.9,16,32,5.8,,296,9.2,37,1019.4,
2023-07-11,25.4,16,33,0,,142,5.9,24.1,1017.4,
2023-07-12,23.9,18,30,0.5,,245,11.8,42.6,1012.7,
2023-07-13,22.7,19,27,0,,248,12,42.6,1015.8,
2023-07-14,20.8,12,28,0,,204,4.1,25.9,1017.8,
2023-07-15,25,12,36,0,,227,5.9,29.6,1012.5,
2023-07-16,22.4,19,25.5,1.8,,243,11.9,37,1015.5,
2023-07-17,22.5,16,29,2.5,,224,9.3,40.8,1019.2,
2023-07-18,21.8,12,29,0,,269,5.9,29.6,1019.7,
2023-07-19,22,14,29,0.4,,272,6.6,38.9,1013,
2023-07-20,20,14,26,0.7,,273,8.6,38.9,1013.5,
2023-07-21,19.3,13,26,1.1,,76,5.4,25.9,1011.8,
2023-07-22,18,12,24,0,,242,8.6,35.2,1015.8,
2023-07-23,21.5,12,29,0,,252,12,48.2,1013.5,
2023-07-24,20.8,15,28,0.5,,216,12.8,42.6,1008.6,
2023-07-25,17.6,14,22,9,,236,9.2,31.5,1005.3,
2023-07-26,14.6,12,18,5.8,,265,9.8,33.3,1012.1,
2023-07-27,14.8,8,19,0.2,,222,11.9,35.2,1013.3,
2023-07-28,19.3,15,24,6.7,,228,13.6,38.9,1010.1,
2023-07-29,19.7,16,24,1.3,,226,12.5,40.8,1011.6,
2023-07-30,17.5,14,23,2.5,,245,6.8,35.2,1013.2,
2023-07-31,18,11,23,0.5,,237,12.4,38.9,1013.8,
2023-08-01,17.7,16,20,5.2,,225,14.5,44.5,1004.8,
2023-08-02,17,14,19,4.4,,211,11.7,33.3,1004.5,
2023-08-03,19.6,16,24,0.4,,238,16.6,57.4,1005,
2023-08-04,18,14,22,0.4,,226,6.7,27.8,1012.4,
2023-08-05,16.4,15,18,2.5,,24,3.9,24.1,1012.7,
2023-08-06,15.3,14,19,10.3,,245,9.7,38.9,1006.6,
2023-08-07,13.1,12,15,6.5,,246,16.9,51.8,1011.7,
2023-08-08,15.5,11,20,0,,238,13.7,50,1015.9,
2023-08-09,15.8,13,21,20,,238,8.9,33.3,1015.9,
2023-08-10,15.9,9,22,0,,237,4.4,24.1,1021.5,
2023-08-11,18.8,9,28,0,,258,4.6,22.2,1023,
2023-08-12,21,12,31,0,,179,4.8,24.1,1020.1,
2023-08-13,20.7,16,26,3.1,,236,3.5,25.9,1019.7,
2023-08-14,24.1,17,32,1.6,,98,3.2,22.2,1018,
2023-08-15,23.6,18,32,0.1,,127,5.3,20.4,1017.5,
2023-08-16,22,18,29,1.1,,54,3.9,20.4,1019.9,
2023-08-17,22.3,15,30,3.7,,77,6.1,22.2,1018.6,
2023-08-18,22.7,16,30,0,,172,4.6,16.7,1018.3,
2023-08-19,23.8,16,32,0,,204,3,18.5,1019.3,
2023-08-20,25.2,19,33,0,,92,4.8,16.7,1021.5,
2023-08-21,25.4,19,33,0,,348,3.2,18.5,1022.1,
2023-08-22,25.5,19,33,0,,302,4.8,29.6,1019.8,
2023-08-23,24,18,30,0,,10,4.9,22.2,1019.5,
2023-08-24,22.6,14,32,0,,153,3.8,18.5,1017.6,
2023-08-25,22.6,18,28,0,,224,9.2,33.3,1013.4,
2023-08-26,21.2,18,27,22.4,,237,6.8,29.6,1012.8,
2023-08-27,17,15,20,2.5,,230,5,18.5,1011.8,
2023-08-28,13.8,12,15,20.9,,36,6.3,29.6,1011.1,
2023-08-29,12.9,11,16,7.2,,349,3.2,22.2,1008.1,
2023-08-30,14.9,12,19,0,,231,8.8,20.4,1008.9,
2023-08-31,14.8,11,18,0,,238,12.1,38.9,1012.5,
2023-09-01,15.5,13,20,1.9,,211,7.2,27.8,1016.5,
2023-09-02,18.3,13,24,0.1,,244,4.7,22.2,1020.8,
2023-09-03,17.1,12,23,0.1,,350,4,24.1,1025.9,
2023-09-04,16.4,9,23,0,,56,5,20.4,1028.7,
2023-09-05,17.5,11,24,0,,74,8.4,27.8,1025.3,
2023-09-06,18.2,8,27,0,,48,7.1,29.6,1023.4,
2023-09-07,20.3,13,27,0,,66,9.3,37,1023.2,
2023-09-08,20.3,13,27,0,,67,9,27.8,1021.3,
2023-09-09,18.9,9,29,0,,22,1.6,16.7,1019.8,
2023-09-10,19.8,11,29,0,,279,2.7,18.5,1019.3,
2023-09-11,20.8,13,29,0,,280,2.7,22.2,1016.1,
2023-09-12,21.5,13,30,0,,273,3.5,22.2,1014,
2023-09-13,19.7,14,23,4.3,,243,6.9,33.3,1015.3,
2023-09-14,17,13,21,0.3,,356,5,20.4,1021.4,
2023-09-15,15,8,22,0,,51,7.2,31.5,1021.1,
2023-09-16,16.5,8,25,0,,57,3.8,18.5,1017.5,
2023-09-17,18.1,9,29,0,,87,2.5,16.7,1017.1,
2023-09-18,18.2,12,27,0.8,,207,5.5,24.1,1012.3,
2023-09-19,17.1,13,21,0.2,,238,11.8,40.8,1014,
2023-09-20,16.6,9,25,0,,186,5,24.1,1014.5,
2023-09-21,16.3,9,24,0,,83,4.8,22.2,1006.1,
2023-09-22,15,13,17,5.2,,225,7.5,22.2,1006.1,
2023-09-23,12.8,8,17,0,,247,8.2,33.3,1015.8,
2023-09-24,11.1,5,19,0,,14,3.9,18.5,1026.2,
2023-09-25,11.7,4,21,0,,49,3.7,27.8,1026.3,
2023-09-26,14.1,8,22,0,,38,2.3,20.4,1023.4,
2023-09-27,14.8,10,24,0,,91,2.2,16.7,1021.9,
2023-09-28,15.4,10,25,0,,129,3.4,18.5,1019.9,
2023-09-29,16.3,8,26,0,,285,4.1,22.2,1020.8,
2023-09-30,15.7,10,20,1,,256,6.4,18.5,1025,
2023-10-01,13.3,7,22,0,,253,5,29.6,1026.5,
2023-10-02,15.7,7,26,0,,261,3.6,20.4,1024,
2023-10-03,16.6,8,26,0.9,,270,9.1,42.6,1018.2,
2023-10-04,12.7,8,17,0,,250,9.3,37,1027.6,
2023-10-05,9.8,3,17,0,,298,5.6,35.2,1026.1,
2023-10-06,10.8,3,18,0,,218,7,27.8,1026.6,
2023-10-07,14,8,18,0.1,,236,13.1,40.8,1022.9,
2023-10-08,13,9,17,1.9,,259,8.8,31.5,1024,
2023-10-09,11.7,7,15,8.1,,251,5.7,24.1,1020.8,
2023-10-10,15.3,12,21,3.4,,239,6.4,24.1,1021.3,
2023-10-11,16.3,9,25,0,,231,9.4,35.2,1019,
2023-10-12,16.3,13,20,0.8,,228,11.3,29.6,1017.2,
2023-10-13,18.5,14,25,0.2,,212,9.7,29.6,1015.3,
2023-10-14,15.9,9,20,3.3,,235,13.3,48.2,1010.6,
2023-10-15,7.2,3,12,1.2,,252,9.2,38.9,1018.5,
2023-10-16,4.2,-2,11,0,,278,4.4,18.5,1022.4,
2023-10-17,4.2,0,10,0,,54,4.9,27.8,1020.5,
2023-10-18,3.3,-4,9,0,,47,5.4,35.2,1013.5,
2023-10-19,7.5,5,11,0.7,,58,4.3,22.2,1000.5,
2023-10-20,9.9,8,13,1,,29,4.9,27.8,989.1,
2023-10-21,14.5,10,20,1.3,,251,6.1,31.5,999.4,
2023-10-22,11.5,6,15,2,,249,7.3,33.3,1010.3,
2023-10-23,8.6,2,17,0,,55,3.8,20.4,1014.8,
2023-10-24,10.8,10,12,5.2,,35,4.3,18.5,1007,
2023-10-25,11.5,9,15,0.7,,217,6.5,27.8,1002.4,
2023-10-26,10.8,8,13,2.2,,231,13.6,40.8,997.3,
2023-10-27,9.9,9,12,12.6,,244,7.7,33.3,995.5,
2023-10-28,10.5,7,14,3,,222,12.7,40.8,1003,
2023-10-29,10,4,18,0,,178,4.3,22.2,1004.7,
2023-10-30,11,4,16,0,,79,4.3,20.4,1004.8,
2023-10-31,10.6,8,12,3.7,,236,13.7,40.8,1003.3,
2023-11-01,10.3,6,15,0.5,,204,7.8,25.9,1008.7,
2023-11-02,7.2,1,11,6.2,,123,4.7,16.7,995.2,
2023-11-03,7.7,7,8,3.3,,239,9.7,24.1,989.4,
2023-11-04,7.7,4,12,1,,187,12.2,31.5,991.6,
2023-11-05,10,7,14,2,,213,17.1,48.2,986.5,
2023-11-06,9.6,7,12,0,,227,16.3,44.5,1005.9,
2023-11-07,7.8,4,12,0.2,,218,11.5,35.2,1014.3,
2023-11-08,6.8,4,10,0,,227,12.7,38.9,1016.7,
2023-11-09,5.7,-1,12,0,,203,7.3,24.1,1010.1,
2023-11-10,6.8,1,9,2.1,,216,11.1,29.6,1003.8,
2023-11-11,3,-1,7,3.3,,229,8.1,33.3,1004,
2023-11-12,4.1,0,7,0,,235,7.4,22.2,1009.4,
2023-11-13,6,2,13,8.7,,191,7.5,38.9,1009.2,
2023-11-14,9.7,7,12,3.1,,226,17.5,44.5,1007.3,
2023-11-15,8.9,6,11,4.8,,247,15.3,48.2,1012.2,
2023-11-16,6.8,5,9,3.2,,239,8.4,27.8,1014,
2023-11-17,3.9,1,7,1.1,,296,6.2,29.6,1015.8,
2023-11-18,2.3,0,6,0.9,,226,6.8,14.8,1024.3,
2023-11-19,6.4,3,10,9.3,,214,9.1,33.3,1013.3,
2023-11-20,8.9,7,11,4.3,,236,14.8,37,1011,
2023-11-21,6.7,3,9,1.8,,272,7.5,24.1,1013.2,
2023-11-22,0.8,0,3,0,,37,7,24.1,1024.7,
2023-11-23,3,0,7,0,,237,19.5,48.2,1020.3,
2023-11-24,4.4,1,8,3.5,,257,14.8,48.2,1003.4,
2023-11-25,0.5,-1,1,4.5,,258,11.1,37,1004.1,
2023-11-26,0,-2,3,0.8,,253,9.5,27.8,1012.2,
2023-11-27,2,0,4,5.6,,209,10.6,24.1,1005.1,
2023-11-28,0,-2,1,5.3,,309,4.3,27.8,996,
2023-11-29,-2.2,-4,0,0.8,,219,11.9,33.3,1005.5,
2023-11-30,-0.1,-2,2,0,,296,4,16.7,1002.1,
2023-12-01,-1,-2,0,9.9,,37,4.4,24.1,1001.8,
2023-12-02,-2.8,-5,-2,11.3,,342,5.7,25.9,1006.8,
2023-12-03,-4.9,-10,-3,0.7,,232,11.5,24.1,1021.3,
2023-12-04,-10.7,-16,-6,0,,30,2.2,20.4,1017,
2023-12-05,-4,-6,-1,0.6,,71,2.2,11.1,1010.3,
2023-12-06,-0.6,-5,3,1.3,,232,5.4,18.5,1012.5,
2023-12-07,-0.2,-7,2,0,,228,5.5,18.5,1019.6,
2023-12-08,-4.5,-8,-1,2.2,,94,2.9,16.7,1014.3,
2023-12-09,0.8,-1,3,1.2,,21,2.6,16.7,1011.9,
2023-12-10,4.4,1,6,4.4,,219,15.1,37,1007.7,
2023-12-11,7.4,5,10,0.5,,228,18.6,40.8,1004.9,
2023-12-12,6.6,5,9,2.5,,208,9.1,35.2,1007.9,
2023-12-13,6.8,5,9,2,,225,5.7,20.4,1000.7,
2023-12-14,5.3,4,7,1,,274,5.2,18.5,1012.1,
2023-12-15,3.1,1,4,0,,255,8.6,20.4,1031.6,
2023-12-16,4.5,3,7,0,,238,9.6,22.2,1039,
2023-12-17,2.8,0,8,0,,226,7.8,18.5,1037.7,
2023-12-18,2.9,-2,10,0,,233,7.6,20.4,1032.6,
2023-12-19,4.5,-1,9,0,,232,12.1,35.2,1022.6,
2023-12-20,4.1,3,5,2.8,,238,17.1,44.5,1013.8,
2023-12-21,5.4,4,9,8.9,,238,25.8,59.3,999.8,
2023-12-22,4.1,3,6,10.2,,265,18.4,51.8,996.7,
2023-12-23,5.4,2,8,15.7,,261,17,50,1003,
2023-12-24,8.2,6.6,10,4.2,,239,21.6,55.5,1007.9,
2023-12-25,9.3,8,10,0.2,,239,22.2,51.8,1009.8,
2023-12-26,8.3,6,9,0,,238,16.7,44.5,1014.1,
2023-12-27,4.7,1,8,0,,192,4.7,24.1,1021.3,
2023-12-28,4.8,-2,9,0,,214,9.9,31.5,1018.1,
2023-12-29,8.5,7,11,0,,225,18.8,44.5,1014.8,
2023-12-30,6.8,2,9,0,,227,16.1,40.8,1015.3,
2023-12-31,0.7,-3,5,0.4,,171,3.7,22.2,1010,
